"id","obligation"
1145,"Bei Tankmischung mit 6-benzyladenine ist die Dosierung zu reduzieren."
1146,"Beim Ansetzen der Spritzbrühe sind Schutzhandschuhe zu tragen. Beim Ausbringen der Spritzbrühe sind Schutzhandschuhe und ein Schutzanzug zu tragen."
1147,"Beim Befüllen der Maschinen / Geräte und beim Ausbringen des Staubpulvers sind Schutzhandschuhe, ein Schutzanzug, eine Atemschutzmaske (P3) und eine dicht abschliessende Schutzbrille zu tragen. Eine Vollmaske kann die Kombination Schutzbrille und Schutzmaske ersetzen."
1148,"Beim Befüllen des Nebelgeräts sind Schutzhandschuhe zu tragen."
1149,"Beim Einsatz in Hochstammkulturen."
1150,"Beizen des Saatguts: Schutzhandschuhe + Schutzanzug + Atemschutzmaske (P2) tragen."
1151,"Beizen des Saatguts: Schutzhandschuhe + Schutzanzug tragen. Ansetzen der Beizbrühe: zusätzlich Schutzbrille + Atemschutzmaske (P2) tragen."
1152,"Beizung mit Sprühgerät beim Legen."
1153,"Betreten der behandelten Räume während Einwirkzeit: Atemschutzmaske (AX) tragen."
1154,"Bewilligt nur für die Behandlung folgender Erntegüter: Brotgetreide."
1155,"Bewilligt nur für die Behandlung folgender Erntegüter: Futtergetreide."
1156,"Bewilligt nur für die Behandlung folgender Erntegüter: Getreide, Mais und Tabak."
1157,"Bewilligt nur für die Behandlung folgender Erntegüter: Speise- und Futterkartoffeln (nicht für Saatkartoffeln verwenden)."
1158,"Bewilligt nur für die Behandlung folgender Erntegüter: Tomaten."
1159,"Bewilligt nur für die Behandlung folgender Erntegüter: Zwetschgen / Pflaumen."
1160,"Bewilligt nur für die Behandlung folgender getrockneter Erntegüter: Weizen, Hafer, Roggen, Korn (Dinkel), Gerste, Triticale, Reis."
1161,"Bewilligt nur für die Behandlung folgender getrockneter Erntegüter: Weizen, Hafer, Roggen, Korn (Dinkel), Gerste, Triticale."
1162,"Bewilligt nur für die Behandlung leerer Räume mit glatter Oberfläche vor der Einlagerung folgender getrockneter Erntegüter: Getreide, Mais, Reis, Ackerbohnen, Bohnen, Eiweisserbsen, Linsen."
1163,"Bewilligt nur für die Behandlung leerer Räume mit rauher Oberfläche vor der Einlagerung folgender getrockneter Erntegüter: Getreide, Mais, Reis, Ackerbohnen, Bohnen, Eiweisserbsen, Linsen."
1164,"Bewilligt nur für die Behandlung leerer Räume vor der Einlagerung folgender getrockneter Erntegüter: Weizen, Hafer, Roggen, Korn (Dinkel), Gerste, Triticale, Reis."
1165,"Bewilligt nur für die Behandlung von Getreide in Silozellen."
1166,"Bewilligt nur für die Bulbenanzucht. Behandelte Kulturen nicht als Lebens- oder Futtermittel verwenden."
1167,"Bis spätestens  Ende August."
1168,"Bis spätestens Mitte August."
1169,"Bis Stadium 37 (BBCH): 0.75 l/ha.  Bis Stadium 55 (BBCH): 1 l/ha.  Über Stadium 55 (BBCH): 1.6 l/ha."
1170,"Blattapplikation."
1171,"Brühemenge 20 - 30 l/Baum (75 ml Vacciplant / 100 l Wasser)."
1172,"Brühemenge: 4 l/a."
1173,"Brühemenge: 400 - 500 l/ha."
1174,"Brühemenge: 600 l/ha."
1175,"Brühemenge: mindestens 1000 l/ha."
1176,"Das Mittel nicht in den Boden einarbeiten."
1177,"Das Produkt kann bei Hautkontakt Allergien auslösen. Beim Ansetzen der Spritzbrühe sind Schutzhandschuhe und ein Schutzanzug zu tragen. Beim Ausbringen der Spritzbrühe sind Schutzhandschuhe, ein Schutzanzug und eine Kopfbedeckung zu tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten."
1178,"Das Produkt kann bei Hautkontakt Allergien auslösen. Beim Ansetzen und Ausbringen der Spritzbrühe müssen Schutzhandschuhe, Schutzanzug und festes Schuhwerk getragen werden. Ist der Hautkontakt mit dem Pflanzenschutzmittel nicht zu vermeiden (z.B. durch Sprühnebel oder durch Kontakt mit behandelten Pflanzen bei Nachfolgearbeiten), so ist weitere geeignete Schutzausrüstung (z.B. Visier, Kopfbedeckung) zu tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten."
1179,"Der Anwender ist über die Gefahr von vorübergehenden Kulturschäden zu informieren."
1180,"Der Lagerraum muss nach der Anwendung während 24-48 Stunden verschlossen bleiben."
1181,"Die angegebene Aufwandmenge bezieht sich auf eine Wassermenge von 1`000 Liter (Hochstamm)."
1182,"Die angegebene Aufwandmenge bezieht sich auf Stadium BBCH 71-73 (J-M, Nachblüte) und eine Referenzbrühemenge von 1600 l/ha (Berechnungsgrundlage) oder auf ein Laubwandvolumen von 4500 m³ pro ha. Die Aufwandmenge ist gemäss den Weisungen der Zulassungsstelle an das Laubwandvolumen anzupassen."
1183,"Die Anwender von PMV-01 müssen die nötigen Massnahmen treffen um dessen Verbreitung ausserhalb der Gewächshäuser zu vermeiden (Fussdesinfektionsmatten, Materialdesinfektion, Behandlung der Nährlösungsresten, Entsorgung der Pflanzen, ¿)."
1184,"Die Anwender von PMV-01, die Tomaten an einen anderen Herstellerbetrieb liefern, müssen diesen zuvor über den Einsatz dieses Mittels informieren."
1185,"Die ausgebrachte Menge an Calciumcarbonat muss bei der Düngung / Kalkung berücksichtigt werden."
1186,"Die Behandlung kann zu einer Verminderung der Fruchtfestigkeit führen."
1187,"Die Behandlung kann zu gelblichen Verfärbungen, Welkeerscheinungen und Seneszenz bei der Kultur führen."
1188,"Die Behandlung muss 2x innert 10-14 Tagen wiederholt werden. Während der Behandlung muss eine gleichmässige Befeuchtung des Bodens sichergestellt werden."
1189,"Die Behandlung sollte bei hoher Luftfeuchtigkeit und mit einer Mindestwassermenge von 1000 l/ha erfolgen."
1190,"Die Etiketten von Säcken mit behandeltem Saatgut sind mit folgenden Angaben zu versehen: ""Bei der Handhabung des behandelten Saatguts sind Schutzhandschuhe und ein Schutzanzug zu tragen. Beim Öffnen der Saatgutsäcke und beim Beladen der Sämaschine ist Staubentwicklung zu vermeiden."""
1191,"Die Etiketten von Säcken mit behandeltem Saatgut sind mit folgenden Angaben zu versehen: ""Beim Öffnen der Saatgutsäcke und beim Beladen der Sämaschine sind Schutzhandschuhe, ein Schutzanzug und eine Atemschutzmaske (FFP2) zu tragen."""
1192,"Die maximale Aufwandmenge von 2.0 kg/ha pro Applikation darf nicht überschritten werden."
1193,"Die Spritzbrühe muss während der Behandlung kontinuierlich durchmischt werden."
1194,"Die Vernebelungseinrichtung für das Begasungsmittel darf nur ausserhalb des zu behandelnden Lagerraumes eingesetzt werden. Der entstehende Nebel muss dabei von aussen in den Lagerraum eingeleitet werden und es darf kein Gas aus den Lagerräumen austreten."
1195,"Die Wirkung ist sortenabhängig und wird von der Lagertemperatur beeinflusst."
1196,"Die Wurzeln vor dem Antreiben besprühen. Falls diese Behandlung durchgeführt wird, darf keine weitere Zugabe zur Lösung erfolgen."
1197,"Diese Tankmischung lässt weitere Mischungspartner zu."
1198,"Dieses Präparat enthält ein Phenylamid-Fungizid. Gegen diese Fungizid-Gruppe sind resistente Kraut- und Knollenfäule-Pilzstämme aufgetreten."
1199,"Dieses Produkt hat hauptsächlich eine kurative Wirkung. Da es in der Pflanze schnell abgebaut wird, ist seine vorbeugende Wirkung nur von kurzer Dauer."
1200,"Durchschnittstemperatur von mehr als 20°C während der Injektion und bis zur Ernte."
1201,"Eine Anwendung auf Keltertrauben ist erlaubt, wenn die Etikette des damit hergestellten Weins die Angaben nach Artikel 75 Absatz 1 Buchstabe e der Verordnung des EDI vom 16. Dezember 2016 über Getränke enthält."
1202,"Einsatz nur bei nachweislichem Auftreten von Eiablagen in den Beeren ab dem Stadi-um BBCH 83."
1203,"Einzelpflanzenbehandlung von Unkräutern und Ungräsern mit weniger als 10 cm Höhe."
1204,"Entspricht 1.5 Mio Nematoden / Liter; Wasseraufwandmenge 1500 l/ha."
1205,"Entspricht 2.5-5 Mio Nematoden / Liter; Wasseraufwandmenge 1000 bzw. 500 l/ha."
1206,"Erdbeeren: Anwendung nur vor der Blüte und nach der Ernte."
1207,"Erfahrungsgemäss beste Wirksamkeit in begrenzten Wurzelräumen (Töpfe, Container, Rabatten, Moorbeete, usw.)."
1208,"Ernte erst im nächsten Jahr."
1209,"Erste Behandlung als Zugabe zur Nährlösung direkt nach dem Pflanzen. Zweite Behandlung nach 7-10 Tagen."
1210,"Erste Behandlung nach der Pflanzung, zweite Behandlung 3 Wochen später."
1211,"Erste Behandlung vor Befallsbeginn. Behandlung im Abstand von 7-10 Tagen wiederholen."
1212,"Erste Behandlung wenn sich die Stauden in den Reihen berühren."
1213,"Es besteht die Gefahr des Auftretens von schwammigen Zwiebeln als Folge einer zu frühen Anwendung mit dem Produkt."
1214,"Ethylen ist leicht flüchtig und kann zu Reaktionen bei Ethylen-empfindlichen Pflanzen in benachbarten Gewächshäusern führen. Es sind Vorsichtsmassnahmen zu treffen."
1215,"Falls das Mittel mit einem verbrennungsmotorgetriebenen Heissnebelgerät angewendet wird, dann muss bei einem Aussetzen dieses Geräts der Mittelstrom automatisch unterbrochen werden."
1216,"Freilassung der Raubmilben nach Auftreten der Spinnmilben."
1217,"Für kleine Flächen (0.2-1 ha) 600 Dispenser/ha nicht unterschreiten. Für grosse Flächen (>3 ha) kann die Anzahl der Dispenser auf 300/ha reduziert werden."
1218,"Für Wurzelnutzung (Verzehr der Wurzeln)."
1219,"Gefahr von Phytotoxizität bei Überschreitung der angegebenen Konzentration."
1220,"Gegen Primärinfektionen."
1221,"Gegen Sekundärinfektionen."
1222,"Gegen Windhalm in Gebieten mit Windhalm-Resistenz."
1223,"Gemäss ISPM15 und AQIS."
1224,"Giessen vor der Aussaat oder Pflanzung."
1225,"Hohe Dosierung bei stark anfälligen Sorten oder beim Auftreten von Befallsnestern."
1226,"Höhere Aufwandmenge gegen Kamille, Klebern, Klatschmohn, Windhalm und einjähriges Rispengras."
1227,"Homogenisierte Gasverteilung im Gewächshaus durch Ventilatoren."
1228,"Im Herbst gesäten Kulturen: Behandlung bis Stadium 37 (BBCH)."
1229,"Im späten Frühjahr / Sommer v.a. gegen Arten der Gattungen Aphis und Myzus."
1230,"Im Tauchverfahren bei Laubhölzern 8-10 l/1000 Pflanzen."
1231,"In 200 - 400 L Wasser/ha."
1232,"In 200 - 600 L Wasser/ha."
1233,"In 300-500 l Wasser/ha."
1234,"In Tankmischung mit 0.015% Stroby."
1235,"In Tankmischung mit 0.025% Flint (W 5994)."
1236,"In Tankmischung mit 0.15% Mancozeb 80 LG ."
1237,"In Tankmischung mit 0.3% Cuproxat flüssig (190 g/l Kupfer)."
1238,"In Tankmischung mit 0.5 kg/ha Metribuzin (70% WG) oder 0.5 l/ha Metribuzin (600 SC)."
1239,"In Tankmischung mit 1.5 l/ha Rover (500 g/l Chlorothalonil)."
1240,"In Tankmischung mit 1.5-2.0 l/ha Successor 600."
1241,"In Tankmischung mit 1.6 kg/ha Mancozeb 80 LG oder mit 1.5-2 kg/ha Thiram LG ."
1242,"In Tankmischung mit 2 - 2.5 l/ha Phenmedipham."
1243,"In Tankmischung mit 2 - 3 l/ha Phenmedipham."
1244,"In Tankmischung mit 2.0 l/ha Consento."
1245,"In Tankmischung mit 2.5 - 3 l/ha Chloridazon."
1246,"In Tankmischung mit 2.5 kg/ha Mancozeb 80 LG."
1247,"In Tankmischung mit 3 - 4 l/ha Phenmedipham."
1248,"In Tankmischung mit 4 - 5 l/ha Phenmedipham."
1249,"In Tankmischung mit Aspect (1.5-2.0 l/ha)."
1250,"In Tankmischung mit Derosal (0.4 kg/ha) bei starkem Befallsdruck."
1251,"In Tankmischung mit Effendi (0.6-1.0 l/ha)."
1252,"In Tankmischung mit Equip (1.0-2.0 l/ha)."
1253,"In Tankmischung mit Scala (2 l/ha)."
1254,"In Tankmischung mit Terano (0.8-1.0 kg/ha)."
1255,"In Wasser lösen und die im Sand steckenden Chicorée-Wurzeln mit 4-6 l Brühe/m² überbrausen ."
1256,"Keine Anwendung bei einjährigen Nadelholzsämlingen."
1257,"Keine Anwendung direkt vor Regenereignissen und auf Wasser-gesättigten Böden. Keine Anwendung auf durchlässigen Böden."
1258,"Keine Anwendung in Beständen für die Produktion von Saatgut."
1259,"Keine Anwendung in Saatkartoffeln. Keine Anwendung bei Kartoffeln, die unter Plastikfolien angezogen werden."
1260,"Keine Behandlung vollreifer Tomaten."
1261,"Keine Behandlung von Tafeltrauben und von Trauben für die Traubensaftproduktion."
1262,"Keine Tankmischungen mit anderen Produkten."
1263,"Keine Wirkung auf Apfelgraslaus."
1264,"Knollen dürfen nicht zu feucht sein."
1265,"Kontaktmittel wirkt gegen Blattfrass durch adulte Käfer. Keine direkte Wirkung auf Larven."
1266,"Konzentration/Aufwandmenge: 0.015 % (0.24 l/ha) ""Rondo Combi L - Slick"" + 0.03 % (0.48 kg/ha) ""Rondo Combi L - Legan""."
1267,"Kurative Verwendung in befallenen Gebieten. Für eine maximale Wirksamkeit sollte die Mindestdurchschnittstemperatur über 24 Stunden 20°C betragen. Freisetzung in der Vegetation, geschützt vor direkter Sonneneinstrahlung. Die Freisetzung sollte am besten abends oder am frühen Morgen erfolgen."
1268,"Max. Anzahl der Behandlungen: nach Bedarf im Abstand von mindestens 7 Tagen."
1269,"Maximal 0.025% (25 mL / 100 L Brühe)."
1270,"Maximal 1 Behandlung pro Kultur mit diesem Produkt. Insgesamt nicht mehr als 3 Behandlungen mit einem Tebuconazol-haltigen Produkt."
1271,"Maximal 1 Behandlung pro Kultur. Im Fall eines starken Befalls durch Trespen ist eine Splitapplikation gemäss den Angaben der Bewilligungsinhaberin möglich."
1272,"Maximal 1 Behandlung pro Objekt."
1273,"Maximal 1 Behandlung pro Parzelle und Jahr bei abgehender Blüte bis spätestens 2 Tage nach dem Abblühen."
1274,"Maximal 1 Behandlung pro Parzelle und Jahr bei abgehender Blüte bis spätestens 5 Tage nach dem Abblühen."
1275,"Maximal 1 Behandlung vor Beginn der Kultur."
1276,"Maximal 1-2 Behandlungen im Abstand von mindestens 14 Tagen."
1277,"Maximal 10 Behandlungen pro Kultur im Abstand von 5-7 Tagen."
1278,"Maximal 10 Behandlungen pro Kultur und Jahr."
1279,"Maximal 10 Behandlungen pro Parzelle und Jahr."
1280,"Maximal 2 Behandlungen im Abstand von 10-14 Tagen."
1281,"Maximal 2 Behandlungen im Abstand von mindestens 5 Tagen."
1282,"Maximal 2 Behandlungen im Abstand von mindestens 7 Tagen."
1283,"Maximal 2 Behandlungen pro Aufwuchs."
1284,"Maximal 2 Behandlungen pro Kultur im Abstand von mindestens 3 Wochen."
1285,"Maximal 2 Behandlungen pro Kultur im Abstand von mindestens 5 Tagen."
1286,"Maximal 2 Behandlungen pro Kultur und Jahr. Wenn höchsten 2 Applikationen gegen diesen Schaderreger gemacht werden, max. 1 Behandlung pro Kultur und Jahr mit diesem Mittel"
1287,"Maximal 2 Behandlungen pro Parzelle und Jahr im Abstand von 14-21 Tagen."
1288,"Maximal 2 Behandlungen pro Parzelle und Jahr im Abstand von 21 Tagen."
1289,"Maximal 2 Behandlungen pro Parzelle und Jahr nach der Blüte."
1290,"Maximal 2 Behandlungen pro Parzelle und Jahr während der Blüte."
1291,"Maximal 2 Behandlungen pro Parzelle und Jahr. Bei 1 Behandlung diese kurz vor dem Farbumschlag durchführen, gefolgt von einem anderen gegen Kirschenfliege bewilligten Produkt (Intervall ca. 7 Tage). Bei 2 Behandlungen: 1. Behandlung kurz vor dem Farbumschlag, Intervall 10 Tage."
1292,"Maximal 2 Behandlungen pro Schnitt."
1293,"Maximal 3 Behandlungen gegen Drosophila suzukii während des Stadiums 83-89 (BBCH)."
1294,"Maximal 3 Behandlungen pro Jahr im Abstand von 7 Tagen."
1295,"Maximal 3 Behandlungen pro Kultur im Abstand von 2-3 Wochen mit diesem Produkt oder einem anderen Produkt, das diesen Wirkstoff enthält."
1296,"Maximal 3 Behandlungen pro Kultur und Jahr im Abstand von 7 Tagen."
1297,"Maximal 3 Behandlungen pro Objekt und Jahr."
1298,"Maximal 3 Behandlungen pro Parzelle und Jahr mit diesem Produkt oder einem anderen Produkt, das den Wirkstoff Tebuconazole enthält."
1299,"Maximal 3 Behandlungen pro Parzelle und Jahr vor der Blüte."
1300,"Maximal 3 Splitbehandlungen gemäss Angaben der Bewilligungsinhaberin."
1301,"Maximal 4 Behandlungen im Abstand von 10 Tagen."
1302,"Maximal 4 Behandlungen im Abstand von 7-10 Tagen."
1303,"Maximal 4 Behandlungen pro Kultur im Abstand von mindestens 10 Tagen."
1304,"Maximal 4 Behandlungen."
1305,"Maximal 5 Behandlungen pro Kultur im Abstand von 5 Tagen."
1306,"Maximal 6 Behandlungen pro Jahr"
1307,"Maximal 6 Behandlungen pro Kultur und Jahr im Abstand von mindestens 7 Tagen."
1308,"Maximal 6 Behandlungen pro Parzelle und Jahr im Abstand von 5 Tagen."
1309,"Maximal 6 Behandlungen; wiederholte Anwendungen im Intervall von 1 Monat."
1310,"Maximale Aufwandmenge pro Behandlung: 0.25kg/ha."
1311,"Maximale Aufwandmenge pro Behandlung: 0.3 l/ha."
1312,"Mindestens 3 Behandlungen (Splittung der Behandlungen möglich)."
1313,"Mindestens 3 Behandlungen, Intervall: 7 bis 14 Tage."
1314,"Mit 0.1% Netzmittelzusatz."
1315,"Mit 0.3l/ha DuPont Trend (W 5679). Oder mit 0.3l/ha Exell (W 2774). Oder mit 0.75l/ha Gondor (W 6326)."
1316,"Mit 0.75 l Wasser."
1317,"Mit 100 l Wasser."
1318,"Mit der tieferen Aufwandmenge kann bis Stadium 32 (BBCH) behandelt werden."
1319,"Mit Netzmittelzusatz gemäss den Angaben der Bewilligungsinhaberin."
1320,"Mit Phenylamid-Fungiziden dürfen maximal 3 Behandlungen pro Jahr bis spätestens 31. Juli durchgeführt werden. Spritzabstände maximal 14 Tage bei nacheinander folgenden Behandlungen."
1321,"Möglichst geringe Ausgangspopulation; Einsatz während mindestens zwei aufeinanderfolgenden Jahren."
1322,"Nach Abschluss der Behandlungszeit und mindestens 24 Stunden Wartezeit: Raum vor dem Wiederbetreten mindestens 30 Minuten gründlich lüften."
1323,"Nach Ausbringung des Mittels während 48h sicherstellen, dass niemand die behandelte Fläche betritt."
1324,"Nach der Applikation die Rasenfläche 7-10 Tage nicht schneiden."
1325,"Nachfolgearbeiten in behandelten Kulturen sind frühestens 24 Stunden nach Ausbringung möglich. Dabei sind Schutzhandschuhe + Arbeitskleidung (mindestens langärmliges Hemd + lange Hose) zu tragen."
1326,"Nicht bei der Lagerung von Verarbeitungskartoffeln anwenden."
1327,"Nicht bei grosser Hitze oder Frostgefahr anwenden."
1328,"Nicht bei hoher Sonneneinstrahlung anwenden (frühmorgens oder abends anwenden)."
1329,"Nicht bei Sonnenlicht behandeln (abends oder bei Bewölkung)."
1330,"Niedrige Aufwandmenge bei empfindlicheren Sorten oder als Nach- bezw. Korrekturbehandlung zum Vorauflaufeinsatz eines Herbizids."
1331,"Niedrigere Aufwandmenge im frühen Kulturstadium"
1332,"Normalerweise 2 Behandlungen mit der angegebenen Aufwandmenge."
1333,"Nur Apfelsorten gemäss den Angaben der Bewilligungsinhaberin behandeln. Nicht kombiniert mit anderen Pflanzenschutzmitteln anwenden (Ausnahme: Ethephon zur Ausdünnung bei der Sorte Elstar)."
1334,"Nur befallene Teilflächen behandeln."
1335,"Nur bei Anbau auf Mulchfolie: Zwischenreihenbehandlung, Anwendung ausschliesslich unter Verwendung von Spritzschirmen. Weder die Kultur noch die Mulchfolie dürfen getroffen werden."
1336,"Nur für die Anwendung in Gewächshäusern mittels CO2-Verteilsystem."
1337,"Nur für die Produktion von Oliven für die Ölproduktion."
1338,"Nur gegen ältere Larvenstadien."
1339,"Nur im gemeinsamen Einsatz mit Leptomastidea abnormis."
1340,"Nur im gemeinsamen Einsatz mit Leptomastix dactylopii."
1341,"Nur in Junganlagen."
1342,"Nur in Kombination mit 2-3 Karten Trichogramma evanescens/100m²."
1343,"Nur in Räumen anwenden, die ausschliesslich der Speise- und Futterkartoffel-Lagerung dienen."
1344,"Nur in Tankmischung mit 0.0175% Moon Privilege."
1345,"Nur in Tankmischung mit 0.1% Folpet 80 WDG (1.6 kg/ha) (W 5012)."
1346,"Nur in Tankmischung mit 0.1% Folpet 80 WG oder mit 0.2% Stamina S oder mit 0.1% Alial oder mit 0.1% Alial 80 WG ."
1347,"Nur in Tankmischung mit 0.1% Folpet 80 WG oder mit 0.2% Stamina S."
1348,"Nur in Tankmischung mit 0.125% Folpet 80 (2 kg/ha)."
1349,"Nur in Tankmischung mit Captan 80 WDG (0.1%, 1.6 kg/ha)."
1350,"Nur in Tankmischung mit Folpet LG (0.1%)."
1351,"Nur präventiv eingesetzt gegen Sekundärbefall wirksam."
1352,"Nur trockene und gesunde Knollen behandeln."
1353,"Nur zur Behandlung von Flächen vor der ersten Nutzung als Stellfläche für Topf- und Containerpflanzen."
1354,"Optimaler Applikationszeitpunkt für Mehlige Apfellaus BBCH 59 (Stadium E2)."
1355,"Packungsvermerk: Beim Ausbringen Atemschutzmaske tragen."
1356,"Phytotoxschäden möglich; vor allgemeiner Anwendung Versuchspritzung durchführen."
1357,"Pro Art werden 0.5-1 Organismus freigelassen."
1358,"Risiko von Phytotoxizität und Ertragsminderung. Die Wirkung variiert je nach Dosis, Anwendungszeitpunkt, Brühemenge, klimatischen Bedingungen, Rebsorte und physiologischem Zustand der Pflanze. Die Empfehlungen der Bewilligungsinhaberin sind zu befolgen."
1359,"Roller table im Herbst vor dem Einlagern oder im Frühjahr vor dem Pflanzen."
1360,"SPa 1: Zur Vermeidung einer Resistenzbildung darf dieses oder ein anderes Pflanzenschutzmittel, welches diese beiden Wirkstoffe enthält, nicht mehr als 1 Mal pro Jahr und Parzelle ausgebracht werden (Splitapplikation vorbehalten)."
1361,"SPa 1: Zur Vermeidung einer Resistenzbildung darf dieses oder irgendein anderes Pflanzenschutzmittel, welches Fludioxonil enthält, nicht mehr als viermal pro Jahr ausgebracht werden."
1362,"SPa 1: Zur Vermeidung einer Resistenzbildung darf dieses oder irgendein anderes Produkt, welches einen Wirkstoff aus der Wirkstoffgruppe der CAA (Carboxylic acid amides) enthält, nicht mehr als 5 mal pro Parzelle und Jahr ausgebracht werden."
1363,"SPa 1: Zur Vermeidung einer Resistenzbildung darf dieses oder irgendein anderes Produkt, welches einen Wirkstoff aus der Wirkstoffgruppe der SSH (Sterolsynthesehemmer) enthält, nicht mehr als 3 mal pro Parzelle und Jahr ausgebracht werden."
1364,"SPa 1: Zur Vermeidung einer Resistenzbildung darf dieses oder irgendein anderes Produkt, welches einen Wirkstoff aus der Wirkstoffgruppe SDHI enthält, nicht mehr als 2 mal pro Parzelle und Jahr ausgebracht werden."
1365,"SPa 1: Zur Vermeidung einer Resistenzbildung darf dieses Pflanzenschutzmittel nicht mehr als 2 Mal pro Parzelle uns Jahr  ausgebracht werden."
1366,"SPa 1: Zur Vermeidung einer Resistenzbildung dürfen Pflanzenschutzmittel aus der gleichen Wirkstoffgruppe nicht mehr als 1 mal pro Parzelle und Jahr ausgebracht werden."
1367,"SPa 1: Zur Vermeidung einer Resistenzbildung dürfen Pflanzenschutzmittel aus der gleichen Wirkstoffgruppe nicht mehr als 3 mal pro Kultur ausgebracht werden."
1368,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 1 Behandlung pro Parzelle und Jahr mit Produkten aus der Wirkstoffgruppe HRAC Nr. 02."
1369,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 2 Anwendungen in dieser Indikation. Pflanzenschutzmittel mit einem Wirkstoff der Gruppe der SDHI dürfen nicht mehr als 3 Mal und Pflanzenschutzmittel mit einem Wirkstoff der QoI (Quinone outside Inhibitors) dürfen nicht mehr als 4 Mal pro Jahr ausgebracht werden."
1370,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 2 Behandlungen pro Kultur und Jahr mit Produkten aus der Wirkstoffgruppe FRAC C3 (u.a. Strobilurine)."
1371,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 3 Behandlungen pro Kultur und Jahr mit Produkten aus den Wirkstoffgruppen FRAC Nr. 3 (DeMethylation Inhibitors, DMI = Sterolsynthesehemmer, SSH) oder FRAC Nr.7 (Succinate Dehydrogenase Inhibitors, SDHI)."
1372,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 3 Behandlungen pro Parzelle und Jahr mit Produkten aus der Wirkstoffgruppe FRAC H5 (Carboxylic acid amides, CAA) oder FRAC B3 (benzamides and thiazole carboxamides, z.B. Zoxamid)."
1373,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 3 Behandlungen pro Parzelle und Jahr mit Produkten aus der Wirkstoffgruppe FRAC Nr. 45 (QoSI, Quinone outside inhibitor stigmatellin binding type)."
1374,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 4 Behandlungen pro Kultur mit Produkten aus den Wirkstoffgruppen FRAC Nr. 3 (DeMethylation Inhibitors, DMI = Sterolsynthesehemmer, SSH) oder FRAC Nr.7 (Succinate Dehydrogenase Inhibitors, SDHI)."
1375,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 4 Behandlungen pro Kultur mit Produkten aus der Wirkstoffgruppe FRAC Nr.7 (succinate dehydrogenase inhibitors, SDHI) oder FRAC Nr.11 (Strobilurine, QoI-Hemmer)."
1376,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 4 Behandlungen pro Parzelle und Jahr mit Produkten aus der Wirkstoffgruppe FRAC C3 (u.a. Strobilurine). Davon maximal 2 aufeinanderfolgende Behandlungen."
1377,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 4 Behandlungen pro Parzelle und Jahr mit Produkten aus der Wirkstoffgruppe FRAC Nr. 40."
1378,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 4 Behandlungen pro Parzelle und Jahr mit Produkten aus derselben Wirkstoffgruppe."
1379,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 5 Behandlungen  pro Kultur und Jahr mit Produkten aus der Wirkstoffgruppe FRAC H5 (Carboxylic acid amides, CAA) oder FRAC B3 (benzamides and thiazole carboxamides, z.B. Zoxamid)."
1380,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 5 Behandlungen pro Parzelle und Jahr mit Produkten aus der Wirkstoffgruppe FRAC Nr. 40 (Carboxylic acid amides, CAA)."
1381,"SPa1: Zur Vermeidung einer Resistenzbildung darf dieses oder irgendein anderes Pflanzenschutzmittel, welches einen Wirkstoff aus der Gruppe der Aryl-phenyl-ketone (Metrafenon und Pyriofenon) enthält nicht mehr als 3 Mal pro Parzelle und Jahr ausgebracht werden, wovon höchstens 2 aufeinander folgende Behandlungen erlaubt sind."
1382,"SPa1: Zur Vermeidung einer Resistenzbildung maximal  6 Anwendungen pro Parzelle und Jahr (2 Applikationsperioden à 3 Behandlungen) mit Produkten aus der Wirkstoffgruppe FRAC G1 oder G2 (Sterolsynthesehemmer, SSH).  Es müssen mindestens 2 Monate Abstand zwischen den Applikationsperioden eingehalten werden."
1383,"SPa1: Zur Vermeidung einer Resistenzbildung maximal 3 Behandlungen pro Kultur mit Produkten aus der Wirkstoffgruppe FRAC G1 oder G2 (Sterolsynthesehemmer, SSH)."
1384,"SPe 1 - Zum Schutz von Grundwasser das Pflanzenschutzmittel Infinito oder andere Fluopicolidehaltige Pflanzenschutzmittel nicht mehr als 4 mal pro Kultur und maximal alle 3 Jahre auf derselben Parzelle anwenden."
