"id","obligation","count"
1104,"Applikationsintervall: alle 8 Sonnentage (bedeckte Tage gelten als halbe Sonnentage).",1
1105,"Auch als Splitbehandlung möglich. 1. Behandlung: 1.1 l/ha (BBCH 12-16); 2. Behandlung: 1.1 l/ha (BBCH 16-18).",1
1106,"Auch als Splitbehandlung möglich. 1. Behandlung: 1.5 l/ha; 2. Behandlung: 0.75 l/ha.",1
1107,"Auch für Zimmerpflanzen.",1
1108,"Auf erntereifen Früchten können Spritzflecken entstehen.",1
1109,"Auf leichten Böden besteht die Gefahr von Schäden an der Kultur",1
1110,"Auf Packungsetiketten ist auf die Wirkungslücken gegen diverse dikotyle  und monokotyle Unkräuter hinzuweisen.",1
1111,"Aufgrund potentieller Phytotoxizität nur zwischen 1. Mai und 1. Oktober anwenden.",1
1112,"Aufsprühen oder in der Raumluft vernebeln. Nicht auf Fruchtkörperanlagen oder Fruchtkörper sprühen.",1
1113,"Aufwandmenge bei einmaliger Behandlung.",1
1114,"Ausbringen der Spritzbrühe: Schutzbrille oder Visier tragen.",1
1115,"Ausschliesslich für den Einsatz in Gewächshäusern zur Tomatenproduktion.",1
1116,"Bauminjektion oder Mikroinfusion.",1
1117,"Befüllen des Nebelgeräts: Schutzbrille oder Visier tragen.",1
1118,"Behandelte Speisekartoffeln vor Verarbeitung für den Konsum waschen.",1
1119,"Behandlung bei Bedarf im Sommer wiederholen.",1
1120,"Behandlung bei Bedarf nach 10 Tagen wiederholen.",1
1121,"Behandlung der Traubenzone.",1
1122,"Behandlung im Abstand von 3 - 4 Wochen wiederholen.",1
1123,"Behandlung mit ULV-Sprühgerät (ultra low volume).",1
1124,"Behandlung nur bei Imazamox-resistenten Raps-Sorten.",1
1125,"Behandlung so bald wie möglich nach der Ernte, nicht später als 24 Stunden nach der Ernte.",1
1126,"Behandlung so bald wie möglich nach der Ernte. Behandlung später als 7 Tage nach der Ernte kann zu Qualitätseinbussen führen.",1
1127,"Behandlung spätestens bis Ende August.",1
1128,"Behandlungen im Abstand von 10-21 Tagen.",1
1129,"Behandlungen im Abstand von 4 Wochen.",1
1130,"Behandlungen im Abstand von mindestens 2 Tagen.",1
1131,"Behandlungen nach der Blüte: Pro Parzelle und Jahr insgesamt nicht mehr als 0.34 g/m2 des Wirkstoffs Dithianon anwenden.",1
1132,"Behandlungsintervall mindestens 10-12 Tage.",1
1133,"Behandlungsintervall mindestens 4 Wochen",1
1134,"Bei Anwendung des Produkts im Nachauflauf Sortenempfindlichkeiten beachten, verträgliche Sorten sind auf der Etikette zu vermerken.",1
1135,"Bei Applikation darf das Erntegut nicht getroffen werden.",1
1136,"Bei Bedarf Anwendung nach 4-7 Tagen wiederholen.",1
1137,"Bei Befall Behandlung anfangs Mai durchführen und Behandlung nach 14 Tagen wiederholen.",1
1138,"Bei der Behandlung ist der Rückfluss der Nährlösung ins Bewässerungssystem zu vermeiden.",1
1139,"Bei der Behandlung muss die Temperatur höher als 20°C liegen.",1
1140,"Bei der Behandlung von Saatgut ist die vom Bewilligungsinhaber erstellte Gebrauchsanweisung zu beachten. Um die Staubemission zu minimieren, bestimmt die Gebrauchsanweisung insbesondere die möglichen Mischungen mit anderen zugelassenen Produkten und die zur Sicherstellung einer guten Adhäsion des Produkts auf dem Saatgut zu verwendenden Zusatzstoffe. Laut Gebrauchsanweisung technisch bzw. unter Sicherheitsaspekten ungeeignete Beizgeräte wie z.B. Betonmischer dürfen nicht verwendet werden.  Der Beizprozess muss gewährleisten, dass die Staubemission bei der Handhabung von behandeltem Saatgut eine Menge von 4 g pro 100 kg Saatgut nicht überschreitet.",1
1141,"Bei der Erneuerung von Rasenflächen oder der Behandlung von Rasenkanten.",1
1142,"Bei durchgehender Spritzfolge kann der Wirkstoff Dodine bei anfälligen Sorten vermehrt Fruchthautberostungen verursachen. Dodine darf während der berostungskritischen Zeit (Blütebeginn bis Junifall) nicht eingesetzt werden.",1
1143,"Bei einer Basiswassermenge von 3000 l/ha.",1
1144,"Bei Tagestemperaturen über 25°C ist das Produkt in den Abendstunden anzuwenden.",1
1145,"Bei Tankmischung mit 6-benzyladenine ist die Dosierung zu reduzieren.",1
1146,"Beim Ansetzen der Spritzbrühe sind Schutzhandschuhe zu tragen. Beim Ausbringen der Spritzbrühe sind Schutzhandschuhe und ein Schutzanzug zu tragen.",1
1147,"Beim Befüllen der Maschinen / Geräte und beim Ausbringen des Staubpulvers sind Schutzhandschuhe, ein Schutzanzug, eine Atemschutzmaske (P3) und eine dicht abschliessende Schutzbrille zu tragen. Eine Vollmaske kann die Kombination Schutzbrille und Schutzmaske ersetzen.",1
1148,"Beim Befüllen des Nebelgeräts sind Schutzhandschuhe zu tragen.",1
1149,"Beim Einsatz in Hochstammkulturen.",1
1150,"Beizen des Saatguts: Schutzhandschuhe + Schutzanzug + Atemschutzmaske (P2) tragen.",1
1151,"Beizen des Saatguts: Schutzhandschuhe + Schutzanzug tragen. Ansetzen der Beizbrühe: zusätzlich Schutzbrille + Atemschutzmaske (P2) tragen.",1
1152,"Beizung mit Sprühgerät beim Legen.",1
1153,"Betreten der behandelten Räume während Einwirkzeit: Atemschutzmaske (AX) tragen.",1
1154,"Bewilligt nur für die Behandlung folgender Erntegüter: Brotgetreide.",1
1155,"Bewilligt nur für die Behandlung folgender Erntegüter: Futtergetreide.",1
1156,"Bewilligt nur für die Behandlung folgender Erntegüter: Getreide, Mais und Tabak.",1
1157,"Bewilligt nur für die Behandlung folgender Erntegüter: Speise- und Futterkartoffeln (nicht für Saatkartoffeln verwenden).",1
1158,"Bewilligt nur für die Behandlung folgender Erntegüter: Tomaten.",1
1159,"Bewilligt nur für die Behandlung folgender Erntegüter: Zwetschgen / Pflaumen.",1
1160,"Bewilligt nur für die Behandlung folgender getrockneter Erntegüter: Weizen, Hafer, Roggen, Korn (Dinkel), Gerste, Triticale, Reis.",1
1161,"Bewilligt nur für die Behandlung folgender getrockneter Erntegüter: Weizen, Hafer, Roggen, Korn (Dinkel), Gerste, Triticale.",1
1162,"Bewilligt nur für die Behandlung leerer Räume mit glatter Oberfläche vor der Einlagerung folgender getrockneter Erntegüter: Getreide, Mais, Reis, Ackerbohnen, Bohnen, Eiweisserbsen, Linsen.",1
1163,"Bewilligt nur für die Behandlung leerer Räume mit rauher Oberfläche vor der Einlagerung folgender getrockneter Erntegüter: Getreide, Mais, Reis, Ackerbohnen, Bohnen, Eiweisserbsen, Linsen.",1
1164,"Bewilligt nur für die Behandlung leerer Räume vor der Einlagerung folgender getrockneter Erntegüter: Weizen, Hafer, Roggen, Korn (Dinkel), Gerste, Triticale, Reis.",1
1165,"Bewilligt nur für die Behandlung von Getreide in Silozellen.",1
1166,"Bewilligt nur für die Bulbenanzucht. Behandelte Kulturen nicht als Lebens- oder Futtermittel verwenden.",1
1167,"Bis spätestens  Ende August.",1
1168,"Bis spätestens Mitte August.",1
1169,"Bis Stadium 37 (BBCH): 0.75 l/ha.  Bis Stadium 55 (BBCH): 1 l/ha.  Über Stadium 55 (BBCH): 1.6 l/ha.",1
1170,"Blattapplikation.",1
1171,"Brühemenge 20 - 30 l/Baum (75 ml Vacciplant / 100 l Wasser).",1
1172,"Brühemenge: 4 l/a.",1
1173,"Brühemenge: 400 - 500 l/ha.",1
1174,"Brühemenge: 600 l/ha.",1
1175,"Brühemenge: mindestens 1000 l/ha.",1
1176,"Das Mittel nicht in den Boden einarbeiten.",1
1177,"Das Produkt kann bei Hautkontakt Allergien auslösen. Beim Ansetzen der Spritzbrühe sind Schutzhandschuhe und ein Schutzanzug zu tragen. Beim Ausbringen der Spritzbrühe sind Schutzhandschuhe, ein Schutzanzug und eine Kopfbedeckung zu tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten.",1
1178,"Das Produkt kann bei Hautkontakt Allergien auslösen. Beim Ansetzen und Ausbringen der Spritzbrühe müssen Schutzhandschuhe, Schutzanzug und festes Schuhwerk getragen werden. Ist der Hautkontakt mit dem Pflanzenschutzmittel nicht zu vermeiden (z.B. durch Sprühnebel oder durch Kontakt mit behandelten Pflanzen bei Nachfolgearbeiten), so ist weitere geeignete Schutzausrüstung (z.B. Visier, Kopfbedeckung) zu tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten.",1
1179,"Der Anwender ist über die Gefahr von vorübergehenden Kulturschäden zu informieren.",1
1180,"Der Lagerraum muss nach der Anwendung während 24-48 Stunden verschlossen bleiben.",1
1181,"Die angegebene Aufwandmenge bezieht sich auf eine Wassermenge von 1`000 Liter (Hochstamm).",1
1182,"Die angegebene Aufwandmenge bezieht sich auf Stadium BBCH 71-73 (J-M, Nachblüte) und eine Referenzbrühemenge von 1600 l/ha (Berechnungsgrundlage) oder auf ein Laubwandvolumen von 4500 m³ pro ha. Die Aufwandmenge ist gemäss den Weisungen der Zulassungsstelle an das Laubwandvolumen anzupassen.",1
1183,"Die Anwender von PMV-01 müssen die nötigen Massnahmen treffen um dessen Verbreitung ausserhalb der Gewächshäuser zu vermeiden (Fussdesinfektionsmatten, Materialdesinfektion, Behandlung der Nährlösungsresten, Entsorgung der Pflanzen, ¿).",1
1184,"Die Anwender von PMV-01, die Tomaten an einen anderen Herstellerbetrieb liefern, müssen diesen zuvor über den Einsatz dieses Mittels informieren.",1
1185,"Die ausgebrachte Menge an Calciumcarbonat muss bei der Düngung / Kalkung berücksichtigt werden.",1
1186,"Die Behandlung kann zu einer Verminderung der Fruchtfestigkeit führen.",1
1187,"Die Behandlung kann zu gelblichen Verfärbungen, Welkeerscheinungen und Seneszenz bei der Kultur führen.",1
1188,"Die Behandlung muss 2x innert 10-14 Tagen wiederholt werden. Während der Behandlung muss eine gleichmässige Befeuchtung des Bodens sichergestellt werden.",1
1189,"Die Behandlung sollte bei hoher Luftfeuchtigkeit und mit einer Mindestwassermenge von 1000 l/ha erfolgen.",1
1190,"Die Etiketten von Säcken mit behandeltem Saatgut sind mit folgenden Angaben zu versehen: ""Bei der Handhabung des behandelten Saatguts sind Schutzhandschuhe und ein Schutzanzug zu tragen. Beim Öffnen der Saatgutsäcke und beim Beladen der Sämaschine ist Staubentwicklung zu vermeiden.""",1
1191,"Die Etiketten von Säcken mit behandeltem Saatgut sind mit folgenden Angaben zu versehen: ""Beim Öffnen der Saatgutsäcke und beim Beladen der Sämaschine sind Schutzhandschuhe, ein Schutzanzug und eine Atemschutzmaske (FFP2) zu tragen.""",1
1192,"Die maximale Aufwandmenge von 2.0 kg/ha pro Applikation darf nicht überschritten werden.",1
1193,"Die Spritzbrühe muss während der Behandlung kontinuierlich durchmischt werden.",1
1194,"Die Vernebelungseinrichtung für das Begasungsmittel darf nur ausserhalb des zu behandelnden Lagerraumes eingesetzt werden. Der entstehende Nebel muss dabei von aussen in den Lagerraum eingeleitet werden und es darf kein Gas aus den Lagerräumen austreten.",1
1195,"Die Wirkung ist sortenabhängig und wird von der Lagertemperatur beeinflusst.",1
1196,"Die Wurzeln vor dem Antreiben besprühen. Falls diese Behandlung durchgeführt wird, darf keine weitere Zugabe zur Lösung erfolgen.",1
1197,"Diese Tankmischung lässt weitere Mischungspartner zu.",1
1198,"Dieses Präparat enthält ein Phenylamid-Fungizid. Gegen diese Fungizid-Gruppe sind resistente Kraut- und Knollenfäule-Pilzstämme aufgetreten.",1
1199,"Dieses Produkt hat hauptsächlich eine kurative Wirkung. Da es in der Pflanze schnell abgebaut wird, ist seine vorbeugende Wirkung nur von kurzer Dauer.",1
1200,"Durchschnittstemperatur von mehr als 20°C während der Injektion und bis zur Ernte.",1
1201,"Eine Anwendung auf Keltertrauben ist erlaubt, wenn die Etikette des damit hergestellten Weins die Angaben nach Artikel 75 Absatz 1 Buchstabe e der Verordnung des EDI vom 16. Dezember 2016 über Getränke enthält.",1
1202,"Einsatz nur bei nachweislichem Auftreten von Eiablagen in den Beeren ab dem Stadi-um BBCH 83.",1
1203,"Einzelpflanzenbehandlung von Unkräutern und Ungräsern mit weniger als 10 cm Höhe.",1
1204,"Entspricht 1.5 Mio Nematoden / Liter; Wasseraufwandmenge 1500 l/ha.",1
1205,"Entspricht 2.5-5 Mio Nematoden / Liter; Wasseraufwandmenge 1000 bzw. 500 l/ha.",1
1206,"Erdbeeren: Anwendung nur vor der Blüte und nach der Ernte.",1
1207,"Erfahrungsgemäss beste Wirksamkeit in begrenzten Wurzelräumen (Töpfe, Container, Rabatten, Moorbeete, usw.).",1
1208,"Ernte erst im nächsten Jahr.",1
1209,"Erste Behandlung als Zugabe zur Nährlösung direkt nach dem Pflanzen. Zweite Behandlung nach 7-10 Tagen.",1
1210,"Erste Behandlung nach der Pflanzung, zweite Behandlung 3 Wochen später.",1
1211,"Erste Behandlung vor Befallsbeginn. Behandlung im Abstand von 7-10 Tagen wiederholen.",1
1212,"Erste Behandlung wenn sich die Stauden in den Reihen berühren.",1
1213,"Es besteht die Gefahr des Auftretens von schwammigen Zwiebeln als Folge einer zu frühen Anwendung mit dem Produkt.",1
1214,"Ethylen ist leicht flüchtig und kann zu Reaktionen bei Ethylen-empfindlichen Pflanzen in benachbarten Gewächshäusern führen. Es sind Vorsichtsmassnahmen zu treffen.",1
1215,"Falls das Mittel mit einem verbrennungsmotorgetriebenen Heissnebelgerät angewendet wird, dann muss bei einem Aussetzen dieses Geräts der Mittelstrom automatisch unterbrochen werden.",1
1216,"Freilassung der Raubmilben nach Auftreten der Spinnmilben.",1
1217,"Für kleine Flächen (0.2-1 ha) 600 Dispenser/ha nicht unterschreiten. Für grosse Flächen (>3 ha) kann die Anzahl der Dispenser auf 300/ha reduziert werden.",1
1218,"Für Wurzelnutzung (Verzehr der Wurzeln).",1
1219,"Gefahr von Phytotoxizität bei Überschreitung der angegebenen Konzentration.",1
1220,"Gegen Primärinfektionen.",1
1221,"Gegen Sekundärinfektionen.",1
1222,"Gegen Windhalm in Gebieten mit Windhalm-Resistenz.",1
1223,"Gemäss ISPM15 und AQIS.",1
1224,"Giessen vor der Aussaat oder Pflanzung.",1
1225,"Hohe Dosierung bei stark anfälligen Sorten oder beim Auftreten von Befallsnestern.",1
1226,"Höhere Aufwandmenge gegen Kamille, Klebern, Klatschmohn, Windhalm und einjähriges Rispengras.",1
1227,"Homogenisierte Gasverteilung im Gewächshaus durch Ventilatoren.",1
1228,"Im Herbst gesäten Kulturen: Behandlung bis Stadium 37 (BBCH).",1
1229,"Im späten Frühjahr / Sommer v.a. gegen Arten der Gattungen Aphis und Myzus.",1
1230,"Im Tauchverfahren bei Laubhölzern 8-10 l/1000 Pflanzen.",1
1231,"In 200 - 400 L Wasser/ha.",1
1232,"In 200 - 600 L Wasser/ha.",1
1233,"In 300-500 l Wasser/ha.",1
1234,"In Tankmischung mit 0.015% Stroby.",1
1235,"In Tankmischung mit 0.025% Flint (W 5994).",1
1236,"In Tankmischung mit 0.15% Mancozeb 80 LG .",1
1237,"In Tankmischung mit 0.3% Cuproxat flüssig (190 g/l Kupfer).",1
1238,"In Tankmischung mit 0.5 kg/ha Metribuzin (70% WG) oder 0.5 l/ha Metribuzin (600 SC).",1
1239,"In Tankmischung mit 1.5 l/ha Rover (500 g/l Chlorothalonil).",1
1240,"In Tankmischung mit 1.5-2.0 l/ha Successor 600.",1
1241,"In Tankmischung mit 1.6 kg/ha Mancozeb 80 LG oder mit 1.5-2 kg/ha Thiram LG .",1
1242,"In Tankmischung mit 2 - 2.5 l/ha Phenmedipham.",1
1243,"In Tankmischung mit 2 - 3 l/ha Phenmedipham.",1
1244,"In Tankmischung mit 2.0 l/ha Consento.",1
1245,"In Tankmischung mit 2.5 - 3 l/ha Chloridazon.",1
1246,"In Tankmischung mit 2.5 kg/ha Mancozeb 80 LG.",1
1247,"In Tankmischung mit 3 - 4 l/ha Phenmedipham.",1
1248,"In Tankmischung mit 4 - 5 l/ha Phenmedipham.",1
1249,"In Tankmischung mit Aspect (1.5-2.0 l/ha).",1
1250,"In Tankmischung mit Derosal (0.4 kg/ha) bei starkem Befallsdruck.",1
1251,"In Tankmischung mit Effendi (0.6-1.0 l/ha).",1
1252,"In Tankmischung mit Equip (1.0-2.0 l/ha).",1
1253,"In Tankmischung mit Scala (2 l/ha).",1
1254,"In Tankmischung mit Terano (0.8-1.0 kg/ha).",1
1255,"In Wasser lösen und die im Sand steckenden Chicorée-Wurzeln mit 4-6 l Brühe/m² überbrausen .",1
1256,"Keine Anwendung bei einjährigen Nadelholzsämlingen.",1
1257,"Keine Anwendung direkt vor Regenereignissen und auf Wasser-gesättigten Böden. Keine Anwendung auf durchlässigen Böden.",1
1258,"Keine Anwendung in Beständen für die Produktion von Saatgut.",1
1259,"Keine Anwendung in Saatkartoffeln. Keine Anwendung bei Kartoffeln, die unter Plastikfolien angezogen werden.",1
1260,"Keine Behandlung vollreifer Tomaten.",1
1261,"Keine Behandlung von Tafeltrauben und von Trauben für die Traubensaftproduktion.",1
1262,"Keine Tankmischungen mit anderen Produkten.",1
1263,"Keine Wirkung auf Apfelgraslaus.",1
1264,"Knollen dürfen nicht zu feucht sein.",1
1265,"Kontaktmittel wirkt gegen Blattfrass durch adulte Käfer. Keine direkte Wirkung auf Larven.",1
1266,"Konzentration/Aufwandmenge: 0.015 % (0.24 l/ha) ""Rondo Combi L - Slick"" + 0.03 % (0.48 kg/ha) ""Rondo Combi L - Legan"".",1
1267,"Kurative Verwendung in befallenen Gebieten. Für eine maximale Wirksamkeit sollte die Mindestdurchschnittstemperatur über 24 Stunden 20°C betragen. Freisetzung in der Vegetation, geschützt vor direkter Sonneneinstrahlung. Die Freisetzung sollte am besten abends oder am frühen Morgen erfolgen.",1
1268,"Max. Anzahl der Behandlungen: nach Bedarf im Abstand von mindestens 7 Tagen.",1
1269,"Maximal 0.025% (25 mL / 100 L Brühe).",1
1270,"Maximal 1 Behandlung pro Kultur mit diesem Produkt. Insgesamt nicht mehr als 3 Behandlungen mit einem Tebuconazol-haltigen Produkt.",1
1271,"Maximal 1 Behandlung pro Kultur. Im Fall eines starken Befalls durch Trespen ist eine Splitapplikation gemäss den Angaben der Bewilligungsinhaberin möglich.",1
1272,"Maximal 1 Behandlung pro Objekt.",1
1273,"Maximal 1 Behandlung pro Parzelle und Jahr bei abgehender Blüte bis spätestens 2 Tage nach dem Abblühen.",1
1274,"Maximal 1 Behandlung pro Parzelle und Jahr bei abgehender Blüte bis spätestens 5 Tage nach dem Abblühen.",1
1275,"Maximal 1 Behandlung vor Beginn der Kultur.",1
1276,"Maximal 1-2 Behandlungen im Abstand von mindestens 14 Tagen.",1
1277,"Maximal 10 Behandlungen pro Kultur im Abstand von 5-7 Tagen.",1
1278,"Maximal 10 Behandlungen pro Kultur und Jahr.",1
1279,"Maximal 10 Behandlungen pro Parzelle und Jahr.",1
1280,"Maximal 2 Behandlungen im Abstand von 10-14 Tagen.",1
1281,"Maximal 2 Behandlungen im Abstand von mindestens 5 Tagen.",1
1282,"Maximal 2 Behandlungen im Abstand von mindestens 7 Tagen.",1
1283,"Maximal 2 Behandlungen pro Aufwuchs.",1
1284,"Maximal 2 Behandlungen pro Kultur im Abstand von mindestens 3 Wochen.",1
1285,"Maximal 2 Behandlungen pro Kultur im Abstand von mindestens 5 Tagen.",1
1286,"Maximal 2 Behandlungen pro Kultur und Jahr. Wenn höchsten 2 Applikationen gegen diesen Schaderreger gemacht werden, max. 1 Behandlung pro Kultur und Jahr mit diesem Mittel",1
1287,"Maximal 2 Behandlungen pro Parzelle und Jahr im Abstand von 14-21 Tagen.",1
1288,"Maximal 2 Behandlungen pro Parzelle und Jahr im Abstand von 21 Tagen.",1
1289,"Maximal 2 Behandlungen pro Parzelle und Jahr nach der Blüte.",1
1290,"Maximal 2 Behandlungen pro Parzelle und Jahr während der Blüte.",1
1291,"Maximal 2 Behandlungen pro Parzelle und Jahr. Bei 1 Behandlung diese kurz vor dem Farbumschlag durchführen, gefolgt von einem anderen gegen Kirschenfliege bewilligten Produkt (Intervall ca. 7 Tage). Bei 2 Behandlungen: 1. Behandlung kurz vor dem Farbumschlag, Intervall 10 Tage.",1
1292,"Maximal 2 Behandlungen pro Schnitt.",1
1293,"Maximal 3 Behandlungen gegen Drosophila suzukii während des Stadiums 83-89 (BBCH).",1
1294,"Maximal 3 Behandlungen pro Jahr im Abstand von 7 Tagen.",1
1295,"Maximal 3 Behandlungen pro Kultur im Abstand von 2-3 Wochen mit diesem Produkt oder einem anderen Produkt, das diesen Wirkstoff enthält.",1
1296,"Maximal 3 Behandlungen pro Kultur und Jahr im Abstand von 7 Tagen.",1
1297,"Maximal 3 Behandlungen pro Objekt und Jahr.",1
1298,"Maximal 3 Behandlungen pro Parzelle und Jahr mit diesem Produkt oder einem anderen Produkt, das den Wirkstoff Tebuconazole enthält.",1
1299,"Maximal 3 Behandlungen pro Parzelle und Jahr vor der Blüte.",1
1300,"Maximal 3 Splitbehandlungen gemäss Angaben der Bewilligungsinhaberin.",1
1301,"Maximal 4 Behandlungen im Abstand von 10 Tagen.",1
1302,"Maximal 4 Behandlungen im Abstand von 7-10 Tagen.",1
1303,"Maximal 4 Behandlungen pro Kultur im Abstand von mindestens 10 Tagen.",1
1304,"Maximal 4 Behandlungen.",1
1305,"Maximal 5 Behandlungen pro Kultur im Abstand von 5 Tagen.",1
1306,"Maximal 6 Behandlungen pro Jahr",1
1307,"Maximal 6 Behandlungen pro Kultur und Jahr im Abstand von mindestens 7 Tagen.",1
1308,"Maximal 6 Behandlungen pro Parzelle und Jahr im Abstand von 5 Tagen.",1
1309,"Maximal 6 Behandlungen; wiederholte Anwendungen im Intervall von 1 Monat.",1
1310,"Maximale Aufwandmenge pro Behandlung: 0.25kg/ha.",1
1311,"Maximale Aufwandmenge pro Behandlung: 0.3 l/ha.",1
1312,"Mindestens 3 Behandlungen (Splittung der Behandlungen möglich).",1
1313,"Mindestens 3 Behandlungen, Intervall: 7 bis 14 Tage.",1
1314,"Mit 0.1% Netzmittelzusatz.",1
1315,"Mit 0.3l/ha DuPont Trend (W 5679). Oder mit 0.3l/ha Exell (W 2774). Oder mit 0.75l/ha Gondor (W 6326).",1
1316,"Mit 0.75 l Wasser.",1
1317,"Mit 100 l Wasser.",1
1318,"Mit der tieferen Aufwandmenge kann bis Stadium 32 (BBCH) behandelt werden.",1
1319,"Mit Netzmittelzusatz gemäss den Angaben der Bewilligungsinhaberin.",1
1320,"Mit Phenylamid-Fungiziden dürfen maximal 3 Behandlungen pro Jahr bis spätestens 31. Juli durchgeführt werden. Spritzabstände maximal 14 Tage bei nacheinander folgenden Behandlungen.",1
1321,"Möglichst geringe Ausgangspopulation; Einsatz während mindestens zwei aufeinanderfolgenden Jahren.",1
1322,"Nach Abschluss der Behandlungszeit und mindestens 24 Stunden Wartezeit: Raum vor dem Wiederbetreten mindestens 30 Minuten gründlich lüften.",1
1323,"Nach Ausbringung des Mittels während 48h sicherstellen, dass niemand die behandelte Fläche betritt.",1
1324,"Nach der Applikation die Rasenfläche 7-10 Tage nicht schneiden.",1
1325,"Nachfolgearbeiten in behandelten Kulturen sind frühestens 24 Stunden nach Ausbringung möglich. Dabei sind Schutzhandschuhe + Arbeitskleidung (mindestens langärmliges Hemd + lange Hose) zu tragen.",1
1326,"Nicht bei der Lagerung von Verarbeitungskartoffeln anwenden.",1
1327,"Nicht bei grosser Hitze oder Frostgefahr anwenden.",1
1328,"Nicht bei hoher Sonneneinstrahlung anwenden (frühmorgens oder abends anwenden).",1
1329,"Nicht bei Sonnenlicht behandeln (abends oder bei Bewölkung).",1
1330,"Niedrige Aufwandmenge bei empfindlicheren Sorten oder als Nach- bezw. Korrekturbehandlung zum Vorauflaufeinsatz eines Herbizids.",1
1331,"Niedrigere Aufwandmenge im frühen Kulturstadium",1
1332,"Normalerweise 2 Behandlungen mit der angegebenen Aufwandmenge.",1
1333,"Nur Apfelsorten gemäss den Angaben der Bewilligungsinhaberin behandeln. Nicht kombiniert mit anderen Pflanzenschutzmitteln anwenden (Ausnahme: Ethephon zur Ausdünnung bei der Sorte Elstar).",1
1334,"Nur befallene Teilflächen behandeln.",1
1335,"Nur bei Anbau auf Mulchfolie: Zwischenreihenbehandlung, Anwendung ausschliesslich unter Verwendung von Spritzschirmen. Weder die Kultur noch die Mulchfolie dürfen getroffen werden.",1
1336,"Nur für die Anwendung in Gewächshäusern mittels CO2-Verteilsystem.",1
1337,"Nur für die Produktion von Oliven für die Ölproduktion.",1
1338,"Nur gegen ältere Larvenstadien.",1
1339,"Nur im gemeinsamen Einsatz mit Leptomastidea abnormis.",1
1340,"Nur im gemeinsamen Einsatz mit Leptomastix dactylopii.",1
1341,"Nur in Junganlagen.",1
1342,"Nur in Kombination mit 2-3 Karten Trichogramma evanescens/100m².",1
1343,"Nur in Räumen anwenden, die ausschliesslich der Speise- und Futterkartoffel-Lagerung dienen.",1
1344,"Nur in Tankmischung mit 0.0175% Moon Privilege.",1
1345,"Nur in Tankmischung mit 0.1% Folpet 80 WDG (1.6 kg/ha) (W 5012).",1
1346,"Nur in Tankmischung mit 0.1% Folpet 80 WG oder mit 0.2% Stamina S oder mit 0.1% Alial oder mit 0.1% Alial 80 WG .",1
1347,"Nur in Tankmischung mit 0.1% Folpet 80 WG oder mit 0.2% Stamina S.",1
1348,"Nur in Tankmischung mit 0.125% Folpet 80 (2 kg/ha).",1
1349,"Nur in Tankmischung mit Captan 80 WDG (0.1%, 1.6 kg/ha).",1
1350,"Nur in Tankmischung mit Folpet LG (0.1%).",1
1351,"Nur präventiv eingesetzt gegen Sekundärbefall wirksam.",1
1352,"Nur trockene und gesunde Knollen behandeln.",1
1353,"Nur zur Behandlung von Flächen vor der ersten Nutzung als Stellfläche für Topf- und Containerpflanzen.",1
1354,"Optimaler Applikationszeitpunkt für Mehlige Apfellaus BBCH 59 (Stadium E2).",1
1355,"Packungsvermerk: Beim Ausbringen Atemschutzmaske tragen.",1
1356,"Phytotoxschäden möglich; vor allgemeiner Anwendung Versuchspritzung durchführen.",1
1357,"Pro Art werden 0.5-1 Organismus freigelassen.",1
1358,"Risiko von Phytotoxizität und Ertragsminderung. Die Wirkung variiert je nach Dosis, Anwendungszeitpunkt, Brühemenge, klimatischen Bedingungen, Rebsorte und physiologischem Zustand der Pflanze. Die Empfehlungen der Bewilligungsinhaberin sind zu befolgen.",1
1359,"Roller table im Herbst vor dem Einlagern oder im Frühjahr vor dem Pflanzen.",1
1360,"SPa 1: Zur Vermeidung einer Resistenzbildung darf dieses oder ein anderes Pflanzenschutzmittel, welches diese beiden Wirkstoffe enthält, nicht mehr als 1 Mal pro Jahr und Parzelle ausgebracht werden (Splitapplikation vorbehalten).",1
1361,"SPa 1: Zur Vermeidung einer Resistenzbildung darf dieses oder irgendein anderes Pflanzenschutzmittel, welches Fludioxonil enthält, nicht mehr als viermal pro Jahr ausgebracht werden.",1
1362,"SPa 1: Zur Vermeidung einer Resistenzbildung darf dieses oder irgendein anderes Produkt, welches einen Wirkstoff aus der Wirkstoffgruppe der CAA (Carboxylic acid amides) enthält, nicht mehr als 5 mal pro Parzelle und Jahr ausgebracht werden.",1
1363,"SPa 1: Zur Vermeidung einer Resistenzbildung darf dieses oder irgendein anderes Produkt, welches einen Wirkstoff aus der Wirkstoffgruppe der SSH (Sterolsynthesehemmer) enthält, nicht mehr als 3 mal pro Parzelle und Jahr ausgebracht werden.",1
